model,best_val_loss_norm,best_val_loss_norm_std,best_val_loss_raw,best_val_loss_raw_std,val_mse_patch,val_mse_patch_std,test_mse_raw,test_mse_raw_std,test_mae_raw,test_mae_raw_std,test_mse_patch,test_mse_patch_std,test_mae_patch,test_mae_patch_std,test_mse_ot_patch,test_mse_ot_patch_std,test_mae_ot_patch,test_mae_ot_patch_std,test_mse_ot_raw,test_mse_ot_raw_std,test_mae_ot_raw,test_mae_ot_raw_std,test_mse_norm,test_mse_norm_std,test_mae_norm,test_mae_norm_std,best_epoch
v5 - Shape-Aware Loss,3.157499074935913,0.0038167066249085997,1.3181363741556804,0.006574666851254953,1.3181363741556804,0.006574666851254953,0.5028672715028127,0.01047061284873733,0.4864310721556346,0.005895547767143984,0.5028672715028127,0.01047061284873733,0.4864310721556346,0.005895547767143984,0.08629393080870311,0.0018899294058726452,0.23196494579315186,0.0027548807101768673,7.266637802124023,0.15914719191306392,2.1286242802937827,0.025280118795032416,1.2391275962193806,0.016700253536110075,0.8050033648808798,0.007802064991949357,2
v6 - Temporal Gating,3.156802177429199,0.031313120325325065,1.3226393063863118,0.018017365486399557,1.3226393063863118,0.018017365486399557,0.5202843348185221,0.014638266079917332,0.49254778027534485,0.0031632276591410068,0.5202843348185221,0.014638266079917332,0.49254778027534485,0.0031632276591410068,0.09246503561735153,0.005944415730307693,0.23985138535499573,0.007743736242810405,7.786294142405192,0.5005668545153357,2.2009939352671304,0.07106043910459596,1.2756754159927368,0.025186070355942558,0.8167147040367126,0.007423308654905092,11
