model,best_val_loss_norm,best_val_loss_norm_std,best_val_loss_raw,best_val_loss_raw_std,val_mse_patch,val_mse_patch_std,test_mse_raw,test_mse_raw_std,test_mae_raw,test_mae_raw_std,test_mse_patch,test_mse_patch_std,test_mae_patch,test_mae_patch_std,test_mse_ot_patch,test_mse_ot_patch_std,test_mae_ot_patch,test_mae_ot_patch_std,test_mse_ot_raw,test_mse_ot_raw_std,test_mae_ot_raw,test_mae_ot_raw_std,test_mse_norm,test_mse_norm_std,test_mae_norm,test_mae_norm_std,best_epoch
v5 - Shape-Aware Loss,3.151212135950724,0.021848654107269685,1.3121652603149414,0.01376941354109806,1.3121652603149414,0.01376941354109806,0.5032281676928202,0.009862248003234497,0.48793376485506695,0.007643501924966708,0.5032281676928202,0.009862248003234497,0.48793376485506695,0.007643501924966708,0.0901908427476883,0.005129841248270885,0.23761535187562308,0.006864110902774734,7.594788392384847,0.43197425530110917,2.1804749170939126,0.06298831290302727,1.2638911406199138,0.032491764423556134,0.8124347726504008,0.013798768384586858,2
v6 - Temporal Gating,3.1314028104146323,0.015502054650209499,1.294177730878194,0.025013748061228507,1.294177730878194,0.025013748061228507,0.5151119828224182,0.009449906633903105,0.49188510576883954,0.005433996562674854,0.5151119828224182,0.009449906633903105,0.49188510576883954,0.005433996562674854,0.09036132941643397,0.005778475229455241,0.23723078270753226,0.00827990264239427,7.609145005544026,0.4865935232232374,2.1769460837046304,0.07598031562584764,1.2567766110102336,0.022115945166267588,0.8121843139330546,0.00791420886015429,6
